225582762,51.93,9082131,14716,3077,1,2014-12-31
225582763,53.22,9082131,14716,3078,1,2014-12-31
225582764,53.22,9082131,14716,3079,1,2014-12-31
225582765,53.22,9082131,14716,3080,1,2014-12-31
225582766,53.22,9082131,14716,3081,1,2014-12-31
